Date,Category,Assets,Nonfinancial assets,Real estate,Consumer durables,Financial assets,Deposits,Money market fund shares,Debt securities,U.S. government and municipal securities,Corporate and foreign bonds,Loans (Assets),Other loans and advances (Assets),Mortgages,Corporate equities and mutual fund shares,Life insurance reserves,Annuities,DC pension entitlements,DB pension entitlements,Miscellaneous other equity,Miscellaneous assets,Liabilities,Loans (Liabilities),Home mortgages,Consumer credit,Depository institutions loans n.e.c.,Other loans and advances (Liabilities),Deferred and unpaid life insurance premiums,Net worth,Household count,Minimum Wealth Cutoff
1989:Q3,TopPt1,7.6,3.8,2,10.3,9.9,4.5,10.1,25.8,20.3,56.6,25.3,40.5,4.8,14.3,3.8,0.4,2.9,0.4,19.9,2.1,1.4,1.3,0.6,2.7,8,5,2.9,8.6,103646,7764974
1989:Q3,RemainingTop1,12.7,7.4,7,8.6,15.9,13.5,20.2,22.3,24.1,12.4,17.6,23.1,10.1,28.2,9.4,3.9,11.2,4.2,24.2,6.4,2.6,2.6,2.8,0.6,18.1,9.8,9.5,14.3,826161,2302167
1989:Q3,Next9,34.9,27.6,29.2,22,39.3,38.2,40.4,37.2,39.5,24.6,43.3,27.1,65.2,39.2,29.4,48.1,42.4,45.1,34.4,25.7,15,14.9,16.5,7.5,28,30.5,29.7,38,8364775,487166
1989:Q3,Next40,37.5,47.6,49.7,39.8,31.5,38.3,27.2,13.4,14.7,6,13.4,9.1,19.1,17.2,45.4,43.2,37.6,46.6,20.2,48.2,49.4,49.5,52.2,45.3,29.5,30.7,45.8,35.7,37205581,65851
1989:Q3,Bottom50,7.2,13.6,12,19.2,3.5,5.5,2,1.2,1.4,0.4,0.5,0.2,0.8,1.1,12,4.3,5.8,3.7,1.4,17.7,31.6,31.7,27.9,43.9,16.5,24,12.1,3.5,46519939,
1989:Q4,TopPt1,7.7,3.9,2.2,10.3,9.9,4.6,10.8,25.6,20.4,54,25.7,39.5,5.5,14.6,3.7,0.4,2.7,0.5,19.9,2,1.3,1.3,0.6,2.4,8,5.1,3.1,8.7,102451,
1989:Q4,RemainingTop1,12.7,7.5,7.3,8.5,15.8,13.3,20.4,22.6,24.2,13.6,18.1,23,10.8,27.9,9.1,4.1,11.2,4.4,24.2,6.3,2.7,2.7,2.9,0.7,17.9,10.6,10.2,14.3,829660,
1989:Q4,Next9,34.9,27.7,29.4,21.6,39.1,38,40.3,37.1,39.3,25,42.6,28,63.8,38.9,29.8,48,42.6,44.6,34.4,25.7,15.2,15.1,16.8,7.8,27.9,31,30,37.9,8388094,
1989:Q4,Next40,37.5,47.3,49.3,40.1,31.7,38.6,26.6,13.4,14.6,7,13.2,9.3,19,17.4,45.4,43.4,37.7,46.9,20.1,48.1,49,49,51.8,44.7,29.2,30.4,44.8,35.7,37302012,
1989:Q4,Bottom50,7.2,13.5,11.8,19.5,3.5,5.6,2,1.2,1.4,0.4,0.5,0.2,0.9,1.2,11.9,4.2,5.8,3.6,1.4,17.9,31.8,31.9,28,44.4,17,22.9,11.9,3.4,46640022,
1990:Q1,TopPt1,7.6,3.9,2.3,9.5,9.8,4.5,11.9,25.2,20.5,51.5,26.3,38.2,6.2,13.9,3.6,0.4,2.6,0.6,19.9,2,1.2,1.2,0.6,2.2,8,5.1,2.8,8.6,101368,
1990:Q1,RemainingTop1,12.6,7.5,7.3,8.4,15.7,13,20.5,22.9,24.4,14.7,17.2,20.6,11.6,27.8,8.8,4.2,11.2,4.6,24.3,6.2,2.8,2.8,2.9,0.8,17.8,11.4,9.4,14.2,833054,
1990:Q1,Next9,34.7,27.5,29.1,21.8,39,38,40,37.2,39.2,25.9,42.7,30.9,62.5,38.9,30.2,47.9,42.9,44,34.5,25.6,15.6,15.5,17.2,7.7,27.8,31.6,30.3,37.8,8411167,
1990:Q1,Next40,37.7,47.3,49.2,40.5,32,38.9,25.7,13.4,14.5,7.6,13.3,10,18.8,18.2,45.7,43.6,37.5,47.3,20,48.1,48.5,48.5,51.3,43.9,28.9,29.9,45.6,36,37398240,
1990:Q1,Bottom50,7.3,13.8,12.2,19.8,3.5,5.6,1.9,1.3,1.4,0.4,0.5,0.3,0.9,1.2,11.9,4,5.8,3.6,1.4,18.1,31.9,32,28.1,45.4,17.5,22,12,3.5,46759940,
1990:Q2,TopPt1,7.7,4,2.5,9.5,9.8,4.4,11.4,25,20.8,48.7,26.1,37.4,6.9,14.2,3.4,0.2,2.4,0.6,20,2,1.1,1.1,0.5,1.9,8.1,5.2,2.7,8.7,100394,
1990:Q2,RemainingTop1,12.7,7.6,7.4,8.3,15.7,12.7,20.6,23.1,24.4,16,18.5,22.2,12.3,27.5,8.4,4.2,11.1,4.7,24.3,6.2,2.9,2.9,2.9,0.9,17.6,12.2,9.1,14.2,836349,
1990:Q2,Next9,34.7,27.6,29.4,21.3,38.9,37.9,40.3,37.2,39.1,26.4,41.8,30.3,61.2,38.6,30.5,48.7,43.2,43.5,34.5,25.6,16,15.9,17.6,7.9,27.7,32,30.6,37.7,8434014,
1990:Q2,Next40,37.7,47.2,48.9,40.9,32.1,39.3,25.9,13.4,14.3,8.6,13.1,9.7,18.7,18.4,45.8,43.1,37.4,47.6,19.8,48,48.1,48.1,50.9,43.3,28.4,29.6,45.7,36,37494322,
1990:Q2,Bottom50,7.2,13.6,11.8,20.1,3.5,5.6,1.9,1.2,1.4,0.4,0.5,0.3,0.9,1.3,11.8,3.8,5.8,3.5,1.4,18.2,31.9,32,28,46,18.2,21,11.9,3.3,46879757,
1990:Q3,TopPt1,7.4,3.9,2.6,8.5,9.6,4.4,12.3,24.8,21.3,45.8,26,36.6,7.6,12.2,3.3,0.3,2.3,0.7,20.1,2,1,1,0.5,1.7,8.2,5.3,2.6,8.5,99526,
1990:Q3,RemainingTop1,12.5,7.6,7.4,8.3,15.4,12.5,20.7,23.4,24.4,17.3,19.6,23.3,13,27.4,8,4.4,11.2,4.9,24.3,6.1,3,3,3,1,17.2,13.3,8.7,14,839548,
1990:Q3,Next9,34.5,27.3,28.9,21.7,38.8,37.8,40.1,37.3,39,27.1,41,30.1,59.9,38.9,30.8,47.9,43.8,43,34.6,25.6,16.2,16.1,17.9,8.1,27.6,32.3,30.8,37.5,8456659,
1990:Q3,Next40,38.1,47.1,48.8,41.2,32.7,39.6,25.1,13.4,14,9.4,12.9,9.6,18.6,20.2,46.1,43.8,36.9,48,19.6,47.9,47.8,47.8,50.5,42.7,27.9,29.5,46,36.5,37590314,
1990:Q3,Bottom50,7.5,14,12.3,20.2,3.5,5.7,1.8,1.2,1.4,0.5,0.6,0.3,0.9,1.3,11.8,3.7,5.8,3.5,1.4,18.4,32.1,32.1,28.1,46.6,19.1,19.6,11.9,3.5,46999539,
1990:Q4,TopPt1,7.6,3.9,2.8,7.9,9.8,4.5,12.6,25,21.6,42.7,26.1,35.6,8.3,13.5,3.1,0.2,2.1,0.7,20.1,2,0.9,0.9,0.5,1.5,8.3,5.3,2.7,8.7,98758,
1990:Q4,RemainingTop1,12.6,7.6,7.4,8.2,15.5,12.2,20.8,23.5,24.4,19,19.3,22.3,13.7,27,7.7,4.5,11.1,5.1,24.4,6,3.1,3.1,3.2,1.1,17,13.9,9.2,14.1,842656,
1990:Q4,Next9,34.4,27.2,28.7,21.8,38.6,37.7,40.1,36.8,38.8,26.4,41.1,31.8,58.6,38.4,31.2,47.7,43.9,42.5,34.6,25.6,16.3,16.2,17.9,8.3,27.5,32.9,31.1,37.3,8479123,
1990:Q4,Next40,37.8,46.9,48.4,41.6,32.6,39.9,24.8,13.4,13.8,11.4,12.9,9.9,18.4,19.8,46.3,44,37.1,48.3,19.5,47.8,47.4,47.4,50.2,42,27.4,29,45.3,36.3,37686274,
1990:Q4,Bottom50,7.5,14.4,12.7,20.4,3.5,5.7,1.8,1.2,1.3,0.5,0.6,0.4,1,1.4,11.8,3.6,5.8,3.5,1.4,18.5,32.3,32.4,28.2,47.2,19.8,18.8,11.7,3.5,47119350,
1991:Q1,TopPt1,7.8,4,2.9,7.8,10,4.5,14.1,24.6,21.4,39.7,26,34.9,9,14.9,3,0.2,2,0.8,20,2,0.8,0.8,0.4,1.3,8.4,5.4,2.6,8.9,98089,
1991:Q1,RemainingTop1,12.8,7.7,7.6,8.1,15.7,11.9,21,24,24.7,20.5,20.6,23.7,14.5,26.7,7.3,4.6,11,5.2,24.5,6,3.3,3.3,3.3,1.1,16.8,14.7,8.6,14.3,845678,
1991:Q1,Next9,34.3,27.2,28.8,21.5,38.4,37.6,39.6,36.6,38.7,26.5,40.2,31.3,57.3,37.9,31.5,47.1,43.9,42,34.7,25.7,16.4,16.4,18,8.1,27.3,33.4,31.4,37.2,8501430,
1991:Q1,Next40,37.6,46.7,48,41.9,32.5,40.2,23.6,13.6,13.8,12.7,12.6,9.7,18.3,19.1,46.5,44.5,37.4,48.6,19.5,47.8,47,47,49.9,41.1,27,28.7,45.7,36.1,37782258,
1991:Q1,Bottom50,7.5,14.5,12.7,20.7,3.5,5.8,1.7,1.3,1.4,0.6,0.6,0.4,1,1.4,11.7,3.5,5.8,3.4,1.4,18.6,32.4,32.5,28.3,48.4,20.5,17.8,11.7,3.5,47239255,
1991:Q2,TopPt1,7.7,4,3,7.4,9.9,4.3,13.5,24.4,21.8,36.6,25.8,34.2,9.7,14.9,2.9,0.2,1.8,0.8,20,2,0.8,0.8,0.4,1.1,8.6,5.5,2.4,8.9,97514,
1991:Q2,RemainingTop1,12.8,7.8,7.7,8,15.6,11.6,21.1,24.2,24.7,22,22.7,26.6,15.2,26.4,7.1,4.7,10.9,5.4,24.5,6,3.4,3.3,3.3,1.2,16.4,15.5,7.9,14.3,848617,
1991:Q2,Next9,34.2,27.1,28.7,21.5,38.3,37.7,39.9,36.5,38.5,26.7,38.7,29.7,56,37.7,31.8,46.9,44.1,41.5,34.7,25.7,16.8,16.7,18.4,8.2,27.1,33.8,31.7,37,8523600,
1991:Q2,Next40,37.8,46.6,47.8,42.3,32.7,40.6,23.9,13.6,13.6,14,12.2,9.1,18.1,19.6,46.6,44.8,37.3,48.9,19.4,47.7,46.7,46.7,49.6,40.4,26.3,28.4,46.2,36.3,37878323,
1991:Q2,Bottom50,7.5,14.6,12.8,20.9,3.5,5.8,1.7,1.3,1.4,0.6,0.6,0.4,1,1.4,11.7,3.4,5.8,3.4,1.4,18.7,32.5,32.6,28.3,49.2,21.6,16.9,11.7,3.5,47359319,
1991:Q3,TopPt1,7.7,3.9,3.2,6.4,9.9,4.2,13.5,24,22.1,33.4,25.7,33.4,10.5,15.5,2.8,0.2,1.7,0.9,19.9,2,0.7,0.7,0.4,0.9,8.8,5.3,2.2,8.9,97029,
1991:Q3,RemainingTop1,12.8,7.7,7.6,8.1,15.7,11.3,21.1,24.5,24.7,23.4,23.5,27.4,16,26.1,6.7,4.8,10.9,5.5,24.6,5.9,3.4,3.4,3.3,1.3,16,15.8,7.2,14.3,851478,
1991:Q3,Next9,34,26.8,28.2,21.9,38.2,37.7,40,36.7,38.4,28.1,38.1,29.8,54.6,37.4,32,46.5,44.2,41,34.8,25.7,17.2,17.1,18.8,8.3,26.9,34.4,32,36.7,8545657,
1991:Q3,Next40,37.8,46.6,47.8,42.6,32.8,41,23.8,13.6,13.4,14.6,12,9,17.9,19.5,46.9,45.1,37.5,49.2,19.3,47.6,46.4,46.4,49.5,39.9,25.6,27.8,46.8,36.4,37974525,
1991:Q3,Bottom50,7.6,15,13.2,21,3.5,5.8,1.6,1.3,1.4,0.6,0.6,0.4,1,1.4,11.7,3.3,5.8,3.3,1.4,18.8,32.3,32.4,28,49.6,22.6,16.7,11.8,3.7,47479607,
1991:Q4,TopPt1,8,3.9,3.3,6,10.2,4.2,13.6,23.6,22.4,29.9,25.8,32.4,11.2,16.9,2.6,0.2,1.6,0.9,19.8,1.9,0.7,0.7,0.4,0.7,9,5.2,2.1,9.1,96631,
1991:Q4,RemainingTop1,13,7.8,7.7,8,15.8,11,21.2,24.9,24.8,25,22.9,25.7,16.8,26,6.4,4.9,10.8,5.7,24.6,5.9,3.5,3.5,3.3,1.3,15.7,15.9,6.6,14.5,854267,
1991:Q4,Next9,34,26.7,28.1,21.8,38,37.6,40.1,36.7,38.2,28.9,38.6,31.9,53.3,37.1,32.3,46.3,44.2,40.6,34.8,25.7,17.6,17.5,19.2,8.5,26.7,34.9,32.3,36.6,8567622,
1991:Q4,Next40,37.5,46.5,47.5,43,32.6,41.3,23.5,13.6,13.2,15.6,12.1,9.5,17.7,18.6,47,45.4,37.7,49.5,19.3,47.6,46,46,49.2,39.4,25,27.2,47.2,36.1,38070921,
1991:Q4,Bottom50,7.6,15.2,13.4,21.2,3.4,5.9,1.6,1.3,1.4,0.6,0.6,0.5,0.9,1.4,11.6,3.3,5.7,3.3,1.5,18.9,32.2,32.3,27.9,50,23.6,16.7,11.8,3.7,47600183,
1992:Q1,TopPt1,7.9,4,3.5,5.8,10,3.7,14.3,23.4,22.8,26.5,25.5,31.8,12,16.8,2.5,0.2,1.5,1,19.8,1.9,0.6,0.6,0.4,0.5,9.2,5.4,1.9,9,96317,
1992:Q1,RemainingTop1,13,7.8,7.8,7.9,15.8,10.5,21.3,25.1,24.8,26.7,27.1,31.5,17.6,25.7,6.1,5,10.8,5.8,24.7,5.8,3.5,3.5,3.2,1.4,15.3,16.8,6.2,14.5,856986,
1992:Q1,Next9,33.9,26.7,28.2,21.5,37.9,38,39.9,36.6,38,29.1,35.6,28,51.9,36.9,32.6,45.7,44.5,40.3,34.8,25.7,18.1,18.1,19.8,8.5,26.5,35.2,32.6,36.4,8589518,
1992:Q1,Next40,37.6,46.3,47.2,43.3,32.8,42,23,13.6,12.9,17,11.2,8.2,17.5,19.1,47.2,45.8,37.5,49.7,19.2,47.5,45.9,45.9,49.1,38.7,24.2,27,47.5,36.3,38167568,
1992:Q1,Bottom50,7.6,15.2,13.4,21.4,3.4,5.9,1.5,1.3,1.4,0.7,0.6,0.5,0.9,1.5,11.6,3.2,5.7,3.3,1.5,19,31.9,32,27.4,50.9,24.8,15.5,11.7,3.7,47721112,
1992:Q2,TopPt1,7.8,4,3.6,5.6,9.9,3.6,13.8,22.9,22.9,22.8,25.3,30.9,12.9,16.8,2.4,0.2,1.4,0.9,19.8,1.9,0.6,0.6,0.4,0.3,9.5,5.3,1.9,8.9,96082,
1992:Q2,RemainingTop1,12.8,7.9,7.9,7.8,15.6,10.1,21.4,25.5,25,28.5,28.9,33.5,18.5,25.4,5.7,5.1,10.7,5.3,24.8,5.8,3.5,3.5,3.2,1.5,14.8,17.2,5.8,14.3,859640,
1992:Q2,Next9,34,26.6,28.2,21.3,38.1,38,40.2,36.6,37.9,29.8,34.4,27.2,50.5,36.7,32.8,45.6,44.7,40.9,34.8,25.7,18.6,18.5,20.3,8.6,26.2,35.6,33,36.4,8611367,
1992:Q2,Next40,37.8,46.3,47,43.7,33.1,42.4,23.1,13.7,12.8,18.2,10.8,7.8,17.3,19.5,47.5,46,37.5,49.6,19.1,47.4,45.6,45.6,49,38.2,23.4,26.7,47.7,36.5,38264522,
1992:Q2,Bottom50,7.6,15.2,13.3,21.7,3.4,6,1.5,1.3,1.4,0.7,0.6,0.5,0.9,1.5,11.6,3.1,5.7,3.3,1.5,19.1,31.7,31.8,27.1,51.4,26.1,15.2,11.7,3.8,47842460,
1992:Q3,TopPt1,7.8,3.9,3.7,4.5,9.9,3.5,13.7,22.7,23.4,18.4,25,30,13.8,17.2,2.4,0.2,1.2,0.9,19.9,1.9,0.5,0.5,0.3,0.1,9.9,5.4,1.8,8.9,95923,9338395
1992:Q3,RemainingTop1,12.7,7.8,7.8,7.8,15.4,9.8,21.4,25.8,25,30.4,31.6,37,19.4,25.2,5.5,5.2,10.6,4.7,24.8,5.7,3.6,3.6,3.2,1.6,14.2,17.8,5.5,14.2,862235,2655226
1992:Q3,Next9,33.9,26.2,27.5,21.9,38.2,37.9,40.3,36.7,37.7,31.5,32.6,25.3,49,36.5,33.1,45.4,44.8,41.5,34.8,25.7,18.8,18.8,20.6,8.8,25.9,36,33.2,36.3,8633192,564411
1992:Q3,Next40,37.8,46.3,47,44,33,42.8,23.1,13.5,12.6,19,10.2,7.1,17,19.5,47.5,46.2,37.6,49.5,19,47.4,45.3,45.3,48.7,37.5,22.3,26.4,47.8,36.6,38361841,79256
1992:Q3,Bottom50,7.9,15.8,14,21.8,3.5,6,1.5,1.3,1.4,0.7,0.7,0.6,0.8,1.6,11.5,3,5.7,3.3,1.5,19.3,31.7,31.8,27.1,52,27.8,14.4,11.7,4,47964291,
1992:Q4,TopPt1,8,3.9,3.7,4.7,10.3,3.8,13,23.5,24.1,20,31.2,38.6,13.9,18,2.6,0.1,1.3,0.8,19.7,2,0.5,0.5,0.4,0.1,9.5,5.5,1.9,9.2,95837,
1992:Q4,RemainingTop1,12.9,7.8,7.7,7.8,15.7,10,21.9,25.8,25,29.9,28.3,32,19.5,26.1,6.1,5,10.9,4.5,25.3,5.8,3.6,3.5,3.3,1.5,14.2,17.4,6,14.4,864774,
1992:Q4,Next9,33.8,26.1,27.3,21.7,37.9,37.6,40.6,35.9,36.7,31.4,30.2,22.4,48.4,36.1,31.9,46.6,43.8,42.2,34.4,25.3,18.5,18.4,20.3,8.6,24.6,34.2,32.3,36.2,8655017,
1992:Q4,Next40,37.4,46.3,47,43.7,32.6,42.6,23.1,13.5,12.7,18,9.7,6.4,17.2,18.4,47.7,45.4,37.8,49.3,19,47.4,45.1,45,48.4,37.4,23.6,26.5,48,36.2,38459595,
1992:Q4,Bottom50,7.9,16,14.3,22.1,3.5,6,1.5,1.3,1.5,0.7,0.7,0.6,0.9,1.5,11.7,2.9,6.2,3.2,1.6,19.5,32.4,32.5,27.7,52.3,28,16.4,11.8,4,48086684,
1993:Q1,TopPt1,8.3,4.1,3.6,6,10.6,3.8,13.1,24.4,24.8,22.2,36.3,45,14.1,18.1,2.8,0.2,1.3,0.7,19.9,2,0.6,0.5,0.4,0.1,9.2,5.4,2.1,9.6,95821,
1993:Q1,RemainingTop1,13.1,7.9,7.9,7.6,15.8,10,22.3,25.8,25,29.5,23.6,25.2,19.6,26.8,6.7,4.8,11.1,4.2,25.8,5.9,3.6,3.6,3.4,1.4,14.2,16.6,6.5,14.6,867260,
1993:Q1,Next9,33.8,26.4,28.1,20.5,37.7,37.5,40.5,34.7,35.7,29.7,29.7,22.6,47.9,35.7,30.8,47.3,42.8,42.7,33.9,25,18.2,18.1,20,8.1,23.3,32.6,31.3,36.2,8676879,
1993:Q1,Next40,37.2,46.1,46.8,43.4,32.4,42.6,22.6,13.8,12.9,17.9,9.7,6.7,17.4,17.9,47.8,44.9,38.2,49.1,18.8,47.3,44.8,44.8,48.2,36.9,25.1,26.5,48.1,35.9,38557911,
1993:Q1,Bottom50,7.7,15.6,13.6,22.5,3.5,6,1.5,1.4,1.5,0.7,0.7,0.6,1.1,1.5,11.9,2.8,6.6,3.2,1.6,19.8,32.9,33,28,53.5,28.2,19,12,3.7,48209775,
1993:Q2,TopPt1,8.4,4.1,3.5,6.1,10.8,4,12.6,25,25.2,24.1,40.5,50,14.2,18,3.1,0.2,1.3,0.7,20,2.1,0.6,0.6,0.4,0,8.9,5.4,2.3,9.7,95875,
1993:Q2,RemainingTop1,13.1,7.8,7.8,7.6,15.9,10.2,22.8,26,25.2,29.1,20,20.1,19.7,27.5,7.2,4.6,11.3,4,26.3,6,3.6,3.6,3.4,1.3,14.1,16.2,7,14.6,869698,
1993:Q2,Next9,33.5,26.1,27.7,20.5,37.5,37.2,40.7,33.6,34.8,28.7,29.2,22.6,47.3,35.3,29.7,48,42.1,43.2,33.4,24.6,17.8,17.8,19.7,7.8,22.1,30.8,30.3,36,8698818,
1993:Q2,Next40,37.1,46.2,47,43.1,32.3,42.5,22.4,14,13.1,17.5,9.7,6.8,17.6,17.7,48,44.5,38.3,49,18.7,47.3,44.5,44.5,47.9,36.6,26.4,26.6,48.3,36,38656929,
1993:Q2,Bottom50,7.8,15.9,13.9,22.7,3.5,6,1.5,1.4,1.6,0.6,0.7,0.6,1.2,1.5,12.1,2.8,7,3.1,1.6,20.1,33.5,33.6,28.6,54.2,28.5,20.9,12.1,3.7,48333713,
1993:Q3,TopPt1,8.6,4,3.4,5.9,11,4.3,12.3,25.8,25.8,25.9,44.6,55.4,14.4,18.2,3.3,0.2,1.3,0.6,20.2,2.1,0.6,0.6,0.4,0,8.6,5.3,2.5,9.8,95998,
1993:Q3,RemainingTop1,13.2,7.7,7.7,7.6,16.2,10.4,23.3,26,25.2,28.7,18.8,18.4,19.8,28.1,7.8,4.4,11.5,3.7,26.8,6,3.6,3.6,3.5,1.3,14.1,15.4,7.6,14.7,872090,
1993:Q3,Next9,33.3,25.8,27.2,20.7,37.3,36.9,40.8,32.6,33.9,27.7,26.8,19.6,46.7,34.9,28.6,48.8,41.3,43.7,32.9,24.3,17.4,17.3,19.3,7.7,20.8,29.5,29.3,35.8,8720874,
1993:Q3,Next40,37,46.4,47.4,42.9,32,42.4,22.1,14.1,13.3,17,9.1,6,17.8,17.2,48,44,38.5,48.8,18.5,47.3,44.2,44.1,47.5,36.4,27.7,26.5,48.4,35.9,38756791,
1993:Q3,Bottom50,7.9,16.2,14.3,22.9,3.5,6,1.5,1.5,1.7,0.6,0.8,0.6,1.3,1.5,12.2,2.7,7.4,3.1,1.6,20.3,34.3,34.3,29.3,54.6,28.8,23.3,12.3,3.7,48458647,
1993:Q4,TopPt1,8.8,4,3.3,6.2,11.4,4.5,12.4,26.9,26.6,28,48.1,59.7,14.6,18.4,3.5,0.2,1.3,0.5,20.4,2.1,0.6,0.6,0.4,0.1,8.3,5.3,2.6,10.1,96187,
1993:Q4,RemainingTop1,13.4,7.6,7.6,7.5,16.4,10.6,23.8,26,25.2,28.3,17.1,16.1,19.8,28.6,8.4,4.3,11.7,3.5,27.3,6.1,3.7,3.6,3.6,1.3,14,14.7,8.1,14.9,874440,
1993:Q4,Next9,33.1,25.6,27.1,20.5,37,36.6,40.8,31.1,33,25.5,25.2,18,46,34.6,27.6,49.1,40.7,44.2,32.4,24,17,17,19,7.7,19.5,28.1,28.3,35.6,8743087,
1993:Q4,Next40,36.8,46.5,47.6,42.6,31.7,42.3,21.5,14.4,13.4,17.5,8.8,5.6,18.1,16.8,48.1,43.8,38.5,48.7,18.3,47.2,43.9,43.9,47.2,36.5,29.1,26.5,48.5,35.7,38857636,
1993:Q4,Bottom50,8,16.3,14.4,23.2,3.5,6,1.5,1.5,1.8,0.7,0.8,0.6,1.5,1.5,12.3,2.6,7.8,3.1,1.6,20.6,34.9,34.9,29.8,54.4,29.1,25.4,12.5,3.6,48584728,
1994:Q1,TopPt1,8.9,4.1,3.2,7.1,11.6,4.7,12.7,28.4,28,29.7,51.3,63.5,14.8,18,3.7,0.2,1.4,0.5,20.7,2.2,0.6,0.6,0.4,0,8,5.3,2.8,10.3,96441,
1994:Q1,RemainingTop1,13.4,7.6,7.7,7.3,16.5,10.7,24.2,25.7,24.9,27.9,15.5,14,19.9,29.3,8.9,4.2,11.9,3.3,27.8,6.2,3.7,3.7,3.7,1.2,14.1,14.3,8.6,15,876751,
1994:Q1,Next9,32.9,25.7,27.4,19.8,36.8,36.4,40.6,30.2,32,24.9,23.8,16.6,45.3,34.2,26.6,49.3,40.1,44.7,31.9,23.6,16.6,16.5,18.6,7.3,18.2,26.6,27.3,35.5,8765496,
1994:Q1,Next40,36.8,46.5,47.7,42.3,31.7,42.2,21,14.2,13.3,16.9,8.6,5.3,18.3,16.9,48.4,43.7,38.5,48.5,18.1,47.2,43.6,43.6,46.9,36.1,30.5,26.6,48.6,35.7,38959605,
1994:Q1,Bottom50,7.9,16.1,14,23.5,3.5,6,1.5,1.5,1.8,0.7,0.8,0.5,1.6,1.5,12.5,2.6,8.1,3,1.6,20.8,35.5,35.6,30.4,55.4,29.2,27.2,12.6,3.5,48712105,
1994:Q2,TopPt1,9.1,4.1,3.1,7.3,11.8,4.8,12.4,29.7,29.2,31.3,54.5,67.5,15.1,17.8,3.9,0.3,1.4,0.4,21,2.2,0.6,0.6,0.4,0,7.6,5.4,3,10.5,96760,
1994:Q2,RemainingTop1,13.4,7.6,7.7,7.3,16.6,10.8,24.7,25.4,24.7,27.5,14.7,12.9,20,30,9.3,4,12,3,28.2,6.3,3.7,3.7,3.7,1.1,14.2,13.9,9.2,15,879027,
1994:Q2,Next9,32.7,25.6,27.3,19.6,36.5,36.2,40.8,29.2,30.9,24.1,21.9,14.4,44.6,33.8,25.6,49.3,39.5,45.1,31.4,23.3,16.3,16.3,18.3,7.3,16.9,25.1,26.4,35.3,8788141,
1994:Q2,Next40,36.9,46.6,47.9,42.1,31.6,42.2,20.7,14.1,13.3,16.5,8.1,4.7,18.5,16.9,48.5,43.8,38.6,48.4,17.8,47.2,43.4,43.4,46.6,36.2,32,26.7,48.7,35.8,39062839,
1994:Q2,Bottom50,8,16.1,14,23.7,3.5,6,1.5,1.5,1.8,0.6,0.9,0.5,1.8,1.6,12.7,2.6,8.4,3,1.6,21,36,36.1,30.9,55.4,29.3,29,12.8,3.4,48840928,
1994:Q3,TopPt1,9.2,3.9,3,7.2,12,5.1,12.5,30.8,30.1,32.8,57.4,70.9,15.3,17.8,4.2,0.3,1.4,0.4,21.3,2.2,0.6,0.6,0.4,0.1,7.3,5.5,3.2,10.6,97141,
1994:Q3,RemainingTop1,13.5,7.5,7.5,7.2,16.8,11,25.1,25.3,24.6,27.1,13.7,11.7,20.1,30.5,10,3.9,12.1,2.8,28.6,6.4,3.7,3.7,3.8,1.1,14.1,13.5,9.7,15.1,881271,
1994:Q3,Next9,32.4,25.2,26.8,19.8,36.3,35.9,40.7,28.5,30,24,20.2,12.6,43.9,33.4,24.8,49.6,39,45.6,30.9,23,16,15.9,18.1,7.3,15.6,23.4,25.4,35.1,8811063,
1994:Q3,Next40,36.8,46.8,48.3,41.9,31.4,42.1,20.2,13.9,13.4,15.5,7.8,4.3,18.8,16.7,48.3,43.6,38.8,48.3,17.6,47.1,43.2,43.2,46.4,36.2,33.4,26.8,48.8,35.8,39167480,
1994:Q3,Bottom50,8.1,16.6,14.4,23.8,3.6,6,1.5,1.6,1.9,0.6,0.9,0.5,1.9,1.6,12.7,2.6,8.7,3,1.6,21.3,36.5,36.6,31.3,55.3,29.5,30.8,12.9,3.4,48971346,
1994:Q4,TopPt1,9.4,3.9,2.9,7.4,12.4,5.4,13,32.4,31.6,34.5,60,74,15.6,17.6,4.3,0.4,1.4,0.3,21.5,2.3,0.6,0.6,0.4,0.1,7,5.4,3.4,10.9,97583,
1994:Q4,RemainingTop1,13.6,7.4,7.5,7.2,16.9,11.2,25.4,24.9,24.3,26.7,12.7,10.4,20.2,31.1,10.4,3.8,12.4,2.6,29.1,6.5,3.7,3.6,3.8,1.1,14.2,12.9,10.3,15.3,883486,
1994:Q4,Next9,32.1,25,26.5,19.8,35.9,35.5,40.5,27.3,28.9,22.5,18.8,11.2,43,33,23.8,49.4,38.5,46,30.4,22.6,15.8,15.7,17.9,7.5,14.4,22.5,24.5,34.8,8834299,
1994:Q4,Next40,36.7,46.8,48.3,41.7,31.2,41.9,19.6,13.9,13.3,15.6,7.5,3.9,19,16.6,48.5,43.8,38.7,48.2,17.4,47.1,43,42.9,46.1,36.5,34.9,26.7,48.9,35.6,39273666,
1994:Q4,Bottom50,8.2,16.9,14.9,24,3.6,6,1.5,1.6,1.9,0.6,0.9,0.5,2.1,1.6,12.9,2.6,9,2.9,1.6,21.5,37,37.1,31.7,54.7,29.5,32.5,13,3.4,49103509,
1995:Q1,TopPt1,9.6,3.9,2.8,7.6,12.6,5.7,13.4,33.1,32,36.1,62.4,76.5,15.9,18,4.6,0.4,1.4,0.3,21.7,2.3,0.6,0.6,0.5,0.1,6.7,5.5,3.5,11.1,98085,
