Date,Category,Assets,Nonfinancial assets,Real estate,Consumer durables,Financial assets,Deposits,Money market fund shares,Debt securities,U.S. government and municipal securities,Corporate and foreign bonds,Loans (Assets),Other loans and advances (Assets),Mortgages,Corporate equities and mutual fund shares,Life insurance reserves,Annuities,DC pension entitlements,DB pension entitlements,Miscellaneous other equity,Miscellaneous assets,Liabilities,Loans (Liabilities),Home mortgages,Consumer credit,Depository institutions loans n.e.c.,Other loans and advances (Liabilities),Deferred and unpaid life insurance premiums,Net worth,Household count,Minimum Income Cutoff,Maximum Income Cutoff
2003:Q4,pct40to60,6279717,2926560,2357277,569283,3353157,461370,108332,78035,41290,36745,69820,56426,13394,509377,118613,107487,196314,1310332,300407,93069,1450401,1447891,980896,438543,1120,27333,2510,4829315,22140680,,
2003:Q4,pct20to40,3668160,1851737,1507962,343775,1816423,463404,47086,36044,21072,14972,23856,14595,9261,185971,56353,23418,59716,588640,269547,62389,750657,749456,452687,288146,909,7714,1201,2917503,22136227,,
2003:Q4,pct00to20,1732044,966365,783519,182846,765679,178968,26711,6804,0,6804,20339,18092,2247,130380,48109,3312,11586,134977,170999,33493,313256,312275,160146,138757,557,12815,981,1418788,22134957,,
2004:Q1,pct99to100,11111728,2708713,2226071,482642,8403015,626813,283956,995012,776226,218786,323457,296379,27077,3316284,186751,27820,360364,199231,2023975,59353,650424,647153,502756,41139,5248,98010,3271,10461305,1116929,,
2004:Q1,pct80to99,25342022,8875511,7584213,1291297,16466511,1659358,653514,836445,595090,241355,292897,250707,42190,3833006,463400,547946,1815447,3662999,2471764,229735,4073875,4064241,3217941,629184,6007,211109,9634,21268147,21118976,,
2004:Q1,pct60to80,11793984,4680274,3830008,850267,7113709,951127,172435,286786,212941,73845,121499,104991,16508,929717,203565,342203,569581,2724543,673357,138896,2286175,2281865,1709767,556301,3731,12066,4310,9507809,22234836,,
2004:Q1,pct40to60,6488162,3022313,2440299,582014,3465849,465356,109424,120817,81664,39153,69234,54842,14392,526778,117356,111482,195484,1338470,317171,94277,1484989,1482483,1011561,440536,964,29423,2506,5003172,22237690,,
2004:Q1,pct20to40,3729008,1884454,1540223,344231,1844554,478934,44625,43230,28030,15200,24101,14403,9698,185600,55312,24173,58707,588905,278091,62877,763688,762519,468241,286671,779,6827,1169,2965320,22231980,,
2004:Q1,pct00to20,1809074,1000493,813178,187315,808581,179397,27210,29956,22937,7018,23483,21240,2243,134845,50459,3509,12103,129891,183534,34195,321675,320644,164374,142640,426,13204,1031,1487399,22231286,,
2004:Q2,pct99to100,11393142,2824432,2339028,485405,8568709,638890,259395,939316,730428,208889,328768,301262,27506,3369107,195802,28424,361676,215269,2171166,60896,671190,667487,527250,38044,5175,97017,3703,10721952,1121857,,
2004:Q2,pct80to99,25611073,9073728,7763580,1310148,16537345,1686563,638072,789732,568404,221327,304513,262163,42350,3730537,470752,550859,1849731,3713523,2571203,231860,4199837,4189841,3321805,634911,5823,227302,9996,21411236,21208944,,
2004:Q2,pct60to80,12071417,4829577,3960995,868582,7241840,979632,171609,260517,192678,67839,133745,117105,16640,914710,200307,357026,569253,2796212,718407,140423,2353715,2349448,1773188,560273,3672,12316,4266,9717703,22329198,,
2004:Q2,pct40to60,6672962,3159342,2558108,601234,3513620,462891,110101,111717,76785,34932,67585,52159,15426,526857,116859,113637,193378,1363419,351699,95476,1540329,1537849,1058779,446529,893,31648,2480,5132633,22333010,,
2004:Q2,pct20to40,3773576,1920711,1579001,341710,1852864,490866,42130,40237,27084,13153,23448,13285,10163,177706,54320,24561,57393,591490,287356,63357,785700,784551,488739,289352,722,5738,1149,2987876,22326501,,
2004:Q2,pct00to20,1854860,1032921,844885,188036,821939,179370,27610,21082,14797,6286,27239,24988,2251,134072,53244,3643,12648,129940,198194,34897,333546,332445,173475,145429,348,13193,1101,1521314,22325988,,
2004:Q3,pct99to100,11797769,2958105,2456157,501947,8839664,640898,236048,1006584,783110,223474,313428,285519,27909,3436913,204140,29153,358312,231588,2319503,63098,682399,678483,547965,36212,-1546,95851,3917,11115369,1126531,488098,1848400014
2004:Q3,pct80to99,25986316,9324705,8015893,1308812,16661612,1692949,622789,838623,590725,247898,298926,256450,42476,3637243,476567,558128,1861433,3766184,2671634,237136,4304083,4293907,3418666,651530,-1656,225367,10176,21682233,21297092,89322,487893
2004:Q3,pct60to80,12392432,4987753,4109214,878539,7404679,1001999,170548,281889,205696,76193,140471,123730,16741,901761,196612,374337,559991,2869180,763844,144046,2424245,2420056,1833471,575500,-1075,12160,4189,9968187,22421564,53593,89322
2004:Q3,pct40to60,6896317,3315653,2708142,607512,3580663,455767,110550,122428,82859,39568,69106,52698,16408,527978,116062,116859,187895,1388792,386574,98652,1593392,1590928,1100290,457258,-229,33611,2464,5302924,22426016,33881,53593
2004:Q3,pct20to40,3814127,1947443,1607344,340099,1866684,500065,39734,41122,26994,14128,26148,15573,10575,169906,53292,25159,55270,594103,296681,65204,809656,808533,507235,296335,-171,5134,1123,3004471,22419266,18924,33881
2004:Q3,pct00to20,1913396,1067277,876326,190951,846119,179002,27929,23599,16781,6818,29690,27464,2227,133578,55897,3815,13261,130053,212970,36325,342956,341795,179520,148041,-58,14293,1161,1570440,22418471,0,18888
2004:Q4,pct99to100,12476524,3025092,2525783,499309,9451431,678317,236992,1084049,902855,181194,361691,333289,28402,3777615,210338,30299,396102,252918,2359202,63909,695820,691740,554742,37911,-2056,101143,4080,11780703,1130910,,
2004:Q4,pct80to99,27173360,9741876,8403644,1338232,17431484,1751683,619965,826792,648118,178674,316103,273315,42788,3943976,486756,589557,1991925,3896958,2763733,244037,4479985,4469646,3540794,671199,-2256,259909,10339,22693376,21382917,,
2004:Q4,pct60to80,12697801,5136469,4241248,895221,7561332,1008422,173968,295336,240654,54682,143208,126942,16266,975522,199874,377608,620810,2853434,763753,149398,2530561,2526323,1912038,599898,-1437,15824,4237,10167240,22511410,,
2004:Q4,pct40to60,7013715,3340270,2719079,621192,3673445,471620,110928,123792,97010,26783,64671,47160,17512,543446,119145,125365,212420,1413128,386228,102701,1628538,1626049,1131232,462707,-332,32442,2489,5385177,22516133,,
2004:Q4,pct20to40,3901516,1998668,1649476,349192,1902848,504112,40187,41224,30757,10467,22353,11129,11224,185341,57506,27447,61676,609819,285011,68171,821038,819827,513349,302156,-256,4578,1211,3080479,22509764,,
2004:Q4,pct00to20,2019763,1123375,928302,195073,896388,185971,27297,33797,28654,5143,30010,27181,2829,142968,55552,3691,12465,136447,229982,38208,348428,347284,189583,146249,-103,11555,1144,1671335,22508186,,
2005:Q1,pct99to100,12637330,3089108,2587698,501410,9548222,715411,225544,1049212,864806,184406,373338,344439,28899,3797802,210365,30908,402306,270727,2408469,64141,689374,685233,551590,33575,-6074,106142,4141,11947956,1134989,,
2005:Q1,pct80to99,27728581,10111871,8753260,1358610,17616710,1808785,593149,823327,636016,187311,300840,257746,43094,3932275,484090,602054,1969591,3988582,2865767,248250,4587897,4577482,3662251,670338,-6718,251612,10416,23140683,21466015,,
2005:Q1,pct60to80,12793024,5277502,4369641,907861,7515522,1013390,173449,279432,222251,57181,134465,118688,15777,987132,199920,371158,620516,2817425,765665,152969,2618883,2614613,1997356,602888,-4223,18592,4271,10174141,22598326,,
2005:Q1,pct40to60,7103261,3397252,2767881,629372,3706009,487122,108843,121672,93331,28340,66776,48102,18674,535179,119907,129376,213762,1429981,388324,105068,1638634,1636115,1152185,454411,-1022,30540,2520,5464627,22602982,,
2005:Q1,pct20to40,3967694,2038264,1680023,358241,1929429,507503,39138,45448,33810,11638,25105,13187,11919,191579,61559,28840,62504,624246,273529,69977,812288,810992,514754,291824,-779,5192,1297,3155406,22597541,,
2005:Q1,pct00to20,2093645,1175179,975533,199646,918466,192992,26331,28664,23108,5556,27529,24060,3469,145294,53946,3408,12181,141406,247235,39480,355644,354523,191525,151938,-327,11387,1121,1738000,22594753,,
2005:Q2,pct99to100,13080670,3160054,2648273,511781,9920615,738842,219167,1104610,913385,191225,394249,364915,29334,3933237,211766,31798,422356,289415,2511110,64064,703740,699315,558451,33252,-3621,111233,4425,12376930,1138774,,
2005:Q2,pct80to99,28599600,10512570,9137219,1375350,18087030,1836872,576057,863571,661133,202438,292846,249529,43317,4032994,484316,624684,2013474,4088698,3022473,251046,4735088,4724410,3800801,681490,-4194,246313,10678,23864512,21546003,,
2005:Q2,pct60to80,12986297,5422698,4502388,920309,7563599,1009468,174774,294435,232774,61661,128114,112921,15192,1021194,200681,369801,647000,2784367,778160,155607,2730797,2726462,2089250,618289,-2555,21478,4335,10255500,22681932,,
2005:Q2,pct40to60,7242888,3466286,2832538,633748,3776602,496110,107817,130676,99591,31086,67168,47466,19702,534163,121194,135799,225304,1448233,403585,106553,1673291,1670753,1187902,454894,-695,28652,2538,5569598,22686229,,
2005:Q2,pct20to40,4022531,2063379,1693474,369905,1959152,506939,38733,50862,37579,13283,26195,13714,12481,201370,65677,30719,65792,638986,262704,71176,820049,818659,521445,292051,-566,5731,1389,3202482,22682162,,
2005:Q2,pct00to20,2182754,1227669,1020403,207266,955085,199660,25479,33588,27424,6164,25556,21515,4041,150167,52609,3207,11654,146700,266033,40432,366270,365162,202007,152414,-283,11023,1108,1816484,22677834,,
2005:Q3,pct99to100,13539812,3221963,2715584,506380,10317849,772046,224120,1028209,874585,153624,411903,382236,29667,4178787,215568,32504,448422,307957,2633155,65176,716399,712414,565510,33922,-3398,116380,3985,12823413,1142274,,
2005:Q3,pct80to99,29554918,10911638,9517568,1394070,18643280,1884306,580420,796497,648412,148085,280973,237555,43418,4240164,489574,640942,2085320,4186172,3199312,259601,4893025,4882688,3942416,698601,-4085,245757,10337,24661894,21622499,,
2005:Q3,pct60to80,13189600,5584855,4654500,930355,7604744,1010097,180065,259603,214716,44888,120187,105723,14464,1076312,202690,365209,685056,2748827,794619,162080,2849736,2845439,2183545,639816,-2420,24498,4296,10339864,22761848,,
2005:Q3,pct40to60,7395682,3546130,2903316,642814,3849552,509489,109061,117268,95778,21490,67966,47507,20459,539285,123393,140706,241292,1465800,423640,111651,1711922,1709328,1224779,458460,-725,26814,2594,5683760,22765545,,
2005:Q3,pct20to40,4113818,2119950,1744091,375859,1993868,508401,39744,50425,40310,10115,27746,14959,12786,214489,69888,32294,70156,653654,252191,74880,830614,829153,528264,295359,-612,6142,1461,3283203,22763187,,
2005:Q3,pct00to20,2269810,1285413,1076976,208437,984397,206723,24853,26648,21920,4728,23042,18573,4469,157374,51750,2955,11007,151914,285422,42709,376239,375178,212926,152228,-335,10359,1061,1893572,22757092,,
2005:Q4,pct99to100,13859223,3269104,2767746,501358,10590119,798754,244000,1048589,872996,175593,431974,402108,29866,4259339,217008,33316,471504,326735,2692287,66613,729317,725621,570920,34719,-1742,121724,3697,13129906,1145493,,
2005:Q4,pct80to99,30371226,11290621,9874600,1416020,19080606,1917638,612222,835969,651656,184313,270325,226957,43368,4284036,489899,661098,2142408,4285209,3312028,269773,5010494,5000373,4069417,714181,-2207,218983,10121,25360732,21695123,,
2005:Q4,pct60to80,13360593,5722134,4779812,942323,7638458,1006167,190241,264768,208964,55804,112460,98901,13559,1100082,203456,362526,717356,2712925,798841,169636,2957038,2952760,2267059,659808,-1261,27154,4278,10403554,22837694,,
2005:Q4,pct40to60,7509840,3596084,2942830,653253,3913756,519728,113023,124096,96258,27838,67992,47161,20831,532987,124700,146545,255117,1483462,428335,117770,1744467,1741826,1256116,461690,-424,24444,2641,5765373,22840598,,
2005:Q4,pct20to40,4208434,2178848,1796027,382822,2029586,507842,42584,56670,43428,13241,28602,15870,12733,223063,74044,34059,74001,668373,241054,79294,840706,839168,533552,298690,-375,7301,1538,3367728,22840180,,
2005:Q4,pct00to20,2356379,1341143,1130649,210494,1015237,213680,24412,26637,20662,5974,20375,15687,4688,161104,50402,2732,10399,157205,302928,45363,386672,385651,223161,151467,-224,11248,1020,1969708,22832188,,
2006:Q1,pct99to100,14634333,3246812,2735959,510853,11387521,860001,245194,1081349,911916,169434,460474,430662,29812,4894189,200685,34202,493496,346254,2705611,66066,746661,742933,580225,34513,1363,126832,3728,13887672,1148439,,
2006:Q1,pct80to99,31403735,11418476,9988828,1429648,19985259,2020383,608405,851257,673170,178087,266894,223853,43040,4867753,453035,683973,2193860,4391437,3377789,270474,5176341,5166171,4208372,721379,1857,234563,10170,26227394,21763493,,
2006:Q1,pct60to80,13510419,5744069,4791225,952844,7766350,1019402,194550,269523,215762,53762,107006,94650,12356,1227707,194921,361130,747551,2679562,794095,170903,3064554,3060248,2357557,671171,1014,30507,4305,10445866,22909090,,
2006:Q1,pct40to60,7582434,3588353,2932197,656156,3994081,545536,113416,128244,101497,26747,65598,45135,20464,558671,119286,153038,268164,1502265,421899,117964,1781668,1778996,1294689,461077,391,22839,2672,5800766,22911056,,
2006:Q1,pct20to40,4251341,2174556,1780715,393841,2076785,514830,43163,60813,47455,13358,27167,15163,12004,247179,77671,35958,77661,683303,229433,79607,848947,847322,541168,298533,364,7256,1625,3402395,22912703,,
2006:Q1,pct00to20,2417458,1363179,1145710,217468,1054280,221601,23556,29716,23772,5944,17938,13431,4507,176095,45431,2530,9799,162778,318987,45850,398234,397239,236515,150911,236,9577,995,2019224,22902784,,
2006:Q2,pct99to100,14634938,3255111,2749614,505497,11379827,883872,256932,1054914,860948,193966,494518,464991,29527,4746225,200897,34706,498938,365033,2778288,65505,759434,755682,586859,33200,3604,132019,3752,13875504,1151118,,
2006:Q2,pct80to99,31729016,11651080,10199345,1451736,20077935,2046203,623472,878429,653642,224787,268406,225950,42456,4685379,450745,693492,2167851,4488446,3504371,271140,5337649,5327438,4354229,727369,5316,240525,10211,26391367,21827226,,
2006:Q2,pct60to80,13521421,5824397,4859574,964823,7697024,1011845,202221,262940,195112,67828,103123,92196,10927,1208964,195007,353204,745958,2640525,801083,172154,3176994,3172663,2455889,680279,2763,33732,4331,10344427,22975656,,
2006:Q2,pct40to60,7635829,3623213,2956595,666618,4012616,554141,115605,131363,96159,35204,61415,41932,19483,537297,120120,156335,269029,1519136,430030,118146,1816919,1814217,1332665,459301,1217,21035,2703,5818910,22976589,,
2006:Q2,pct20to40,4301724,2209677,1808735,400942,2092047,512650,45023,66780,49267,17513,24053,13324,10729,249801,81811,37207,78386,697905,218518,79913,853727,852016,547683,295662,1184,7487,1711,3447997,22980319,,
2006:Q2,pct00to20,2474148,1400247,1180631,219615,1073902,228624,22763,24917,17356,7562,15623,11626,3998,175239,43811,2226,9518,168028,336818,46335,411895,410926,247838,153801,812,8474,968,2062254,22968543,,
2006:Q3,pct99to100,14998803,3248653,2750733,497920,11750151,914049,277320,1054355,879495,174860,512788,483768,29019,4930682,206183,35547,520883,384841,2848642,64861,768567,764851,588588,34297,4749,137217,3715,14230237,1153537,,
2006:Q3,pct80to99,32411032,11845403,10369736,1475668,20565629,2083983,653319,860753,666169,194584,253353,211739,41614,4825831,459064,714988,2218472,4595938,3628494,271432,5485964,5475764,4474523,748630,7610,245002,10201,26925068,21885941,,
2006:Q3,pct60to80,13612998,5883165,4905820,977345,7729833,1006601,212392,254042,195555,58487,93112,83772,9341,1252155,197727,351088,776045,2605863,807644,173164,3285119,3280772,2536887,703175,3757,36954,4346,10327880,23037011,,
2006:Q3,pct40to60,7704077,3635539,2957097,678443,4068537,565447,119040,128723,99007,29716,59994,41970,18024,534396,122869,162503,282065,1537755,437639,118106,1849078,1846343,1358826,466454,1882,19180,2736,5854998,23036865,,
2006:Q3,pct20to40,4367032,2245850,1838180,407670,2121182,511474,47903,68641,52864,15777,23827,14777,9050,261687,86111,39041,82046,712782,207604,80066,861935,860139,550596,299894,1890,7759,1796,3505097,23042590,,
2006:Q3,pct00to20,2533801,1429391,1208157,221234,1104410,235870,21925,25005,18221,6784,11475,8231,3243,181049,43213,2013,8906,173679,354535,46740,424768,423829,256038,158991,1352,7447,939,2109033,23029127,,
2006:Q4,pct99to100,15478586,3221736,2723928,497808,12256850,945876,306769,963864,795079,168786,535713,507004,28709,5352331,213493,36464,551513,405268,2880305,65253,776297,772563,586851,35565,7957,142191,3734,14702289,1155701,,
2006:Q4,pct80to99,33267943,11974582,10484290,1490293,21293361,2124208,698096,815283,627186,188097,241990,201006,40984,5195556,471606,739294,2308662,4709423,3712521,276720,5621298,5611064,4557715,764349,14594,274407,10234,27646646,21939256,,
2006:Q4,pct60to80,13701659,5897085,4910804,986280,7804575,1001194,224830,223270,166893,56377,84499,76493,8006,1338758,201485,350276,822765,2573445,806552,177501,3363433,3359064,2589814,722068,6705,40477,4369,10338226,23092776,,
2006:Q4,pct40to60,7740820,3608365,2924383,683982,4132455,577323,123555,118187,89613,28573,58355,41173,17182,543420,126378,169351,301529,1557283,435867,121208,1866945,1864180,1371282,471042,3974,17882,2765,5873875,23091552,,
2006:Q4,pct20to40,4418370,2259300,1843882,415419,2159069,510210,51812,68503,52676,15827,23389,15448,7941,279991,90473,41014,87255,727766,196259,82397,867454,865571,550166,303904,4181,7321,1883,3550916,23099078,,
2006:Q4,pct00to20,2579797,1448358,1223881,224477,1131439,243214,20966,16162,9429,6733,7932,5103,2829,191415,43019,1820,8102,179563,370949,48297,431159,430247,262359,159788,3126,4974,912,2148638,23084197,,
2007:Q1,pct99to100,15924584,3165085,2658624,506461,12759498,1008997,322955,1014911,838952,175959,567208,538769,28438,5660830,216558,37085,568086,425079,2872928,64863,782134,778193,591245,33912,5596,147440,3941,15142450,1157618,,
2007:Q1,pct80to99,33877763,11972331,10471396,1500935,21905431,2226352,718091,857834,653182,204652,239128,198736,40391,5453180,475213,753182,2333468,4814979,3755745,278259,5705404,5694982,4657204,759217,10972,267590,10422,28172359,21986790,,
2007:Q1,pct60to80,13708987,5843891,4848961,994930,7865096,1009844,233480,235577,174333,61244,78972,72223,6750,1404032,202990,344484,842487,2536189,797688,179352,3422375,3417958,2651767,717824,4793,43573,4418,10286612,23142570,,
2007:Q1,pct40to60,7736955,3546931,2861490,685441,4190024,602957,125772,126995,95436,31558,55023,38520,16504,544946,128266,173699,310624,1575107,424660,121976,1882569,1879784,1394372,466520,3151,15741,2785,5854386,23140320,,
2007:Q1,pct20to40,4433498,2235666,1809759,425907,2197831,515011,54157,75011,57245,17766,21295,14303,6992,295229,94701,42474,89962,742408,184473,83111,864598,862623,553404,297995,3316,7907,1975,3568900,23149347,,
