Date,Category,Assets,Nonfinancial assets,Real estate,Consumer durables,Financial assets,Deposits,Money market fund shares,Debt securities,U.S. government and municipal securities,Corporate and foreign bonds,Loans (Assets),Other loans and advances (Assets),Mortgages,Corporate equities and mutual fund shares,Life insurance reserves,Annuities,DC pension entitlements,DB pension entitlements,Miscellaneous other equity,Miscellaneous assets,Liabilities,Loans (Liabilities),Home mortgages,Consumer credit,Depository institutions loans n.e.c.,Other loans and advances (Liabilities),Deferred and unpaid life insurance premiums,Net worth,Household count,Minimum Income Cutoff,Maximum Income Cutoff
2016:Q3,pct00to20,2683990,1316262,1004878,311384,1367728,236451,20590,51165,50617,548,44924,40851,4073,273125,65886,11221,40340,189285,367002,67738,658513,657148,284147,285096,9725,78179,1365,2025476,25195447,0,23297
2016:Q4,pct99to100,22649900,4141469,3407052,734416,18508431,2251656,288130,1075909,1075909,0,364104,336455,27649,8575008,342939,66192,994863,369570,4093709,86352,1061908,1056533,688387,125165,47648,195332,5376,21587992,1261774,,
2016:Q4,pct80to99,48607088,12912770,11200649,1712122,35694318,4196340,820893,1351892,1351892,0,523765,484545,39220,9966459,730085,1238640,3974299,7978000,4519906,394038,6043522,6028658,4715171,1084172,68622,160693,14863,42563566,23980948,,
2016:Q4,pct60to80,16055643,5683387,4567600,1115787,10372256,1216888,214725,320437,320437,0,63432,51257,12175,1426696,251968,596572,1067113,4253648,688595,272182,3266306,3261005,2204376,957824,58162,40642,5302,12789337,25243544,,
2016:Q4,pct40to60,8678174,3610838,2859906,750932,5067336,949251,98783,214075,214075,0,50102,44695,5407,591963,145142,191366,367612,1990843,279448,188751,1878206,1875076,1129102,713010,24968,7996,3130,6799968,25240756,,
2016:Q4,pct20to40,4847253,2354977,1843007,511970,2492276,563687,49202,92860,92860,0,17064,14971,2093,280381,84220,43051,117602,873660,235501,135049,1076601,1074858,571408,471445,14602,17402,1743,3770652,25240715,,
2016:Q4,pct00to20,2733598,1336163,1024662,311501,1397434,256619,22628,46544,46544,0,40863,36904,3959,282747,63140,11074,40952,197059,365300,70509,653948,652663,283605,284820,9293,74945,1285,2079650,25241119,,
2017:Q1,pct99to100,23370973,4189504,3455454,734050,19181469,2273213,278218,1058944,1058944,0,386507,359372,27135,9124297,359117,66471,1019280,395024,4133662,86735,1070249,1064063,691183,114843,53742,204295,6186,22300724,1264132,,
2017:Q1,pct80to99,49594769,13115382,11383448,1731934,36479387,4311497,795939,1357819,1357819,0,525987,487246,38741,10460737,730650,1267743,4154423,7988553,4490975,395063,6062557,6047253,4736690,1073576,63197,173790,15303,43532212,24024069,,
2017:Q1,pct60to80,16398999,5759343,4633383,1125960,10639656,1269976,210053,322650,322650,0,66147,53820,12327,1540932,254715,605966,1117519,4285203,695058,271437,3270657,3265223,2213792,955325,54589,41517,5434,13128342,25288862,,
2017:Q1,pct40to60,8832425,3659160,2898825,760335,5173265,963131,96198,208375,208375,0,45766,40565,5200,623223,144857,202603,395374,2029465,274447,189826,1892197,1889102,1134598,720821,23792,9892,3094,6940229,25285578,,
2017:Q1,pct20to40,4928450,2395394,1878295,517098,2533056,582438,47383,93817,93817,0,14534,12052,2482,294560,85314,43503,123675,877782,234473,135578,1083892,1082107,577430,473741,13537,17398,1785,3844558,25285812,,
2017:Q1,pct00to20,2830506,1385238,1069413,315825,1445267,276783,24543,48936,48936,0,38478,34710,3769,301280,61309,11281,41181,205604,363666,72206,653949,652680,283887,292111,8490,68191,1269,2176557,25286485,,
2017:Q2,pct99to100,23978589,4238210,3510819,727391,19740379,2210385,274545,1075504,1075504,0,393969,366971,26998,9439716,373104,66487,1031833,420144,4367232,87459,1084464,1077942,695026,108843,60793,213280,6522,22894125,1266502,,
2017:Q2,pct80to99,50338120,13319296,11574092,1745204,37018824,4260384,784170,1396455,1396455,0,515103,476300,38802,10715818,726481,1284542,4282596,7994024,4661537,397714,6113906,6098561,4766599,1081994,63017,186952,15345,44224214,24067081,,
2017:Q2,pct60to80,16710098,5859507,4728584,1130923,10850591,1287723,207814,338228,338228,0,64562,51831,12730,1615325,256285,609471,1147269,4314232,737914,271767,3305987,3300488,2229015,975033,54041,42398,5499,13404111,25333878,,
2017:Q2,pct40to60,9011952,3743556,2975414,768143,5268395,941256,94806,209527,209527,0,43282,38086,5196,642381,143714,210811,415485,2067235,307976,191922,1920446,1917362,1143166,737344,25064,11788,3084,7091506,25330189,,
2017:Q2,pct20to40,5002773,2442355,1924103,518252,2560418,586614,46372,96693,96693,0,14176,11089,3087,302886,86341,43363,127853,881709,237596,136814,1106121,1104307,584271,487513,15129,17395,1814,3896651,25330797,,
2017:Q2,pct00to20,2943554,1442279,1126122,316156,1501276,297306,26625,56277,56277,0,35107,31397,3710,315311,59011,11382,41538,213996,370444,74280,649291,648060,284795,292005,9807,61453,1231,2294264,25331560,,
2017:Q3,pct99to100,24465533,4289230,3571516,717714,20176303,2181451,290575,1026313,1026313,0,400706,374568,26138,9791713,388929,66527,1049589,445382,4445512,89607,1097381,1090705,699306,102322,66434,222643,6676,23368152,1268880,,
2017:Q3,pct80to99,51030661,13521192,11764858,1756335,37509469,4276309,813729,1370730,1370730,0,503630,465743,37887,11004003,726036,1302356,4436904,7999147,4669400,407223,6156977,6141744,4803487,1094634,58282,185341,15233,44873684,24109972,,
2017:Q3,pct60to80,17004521,5953681,4819729,1133953,11050840,1319820,213186,327519,327519,0,62719,49968,12752,1696744,258793,613454,1187216,4343190,751547,276651,3345203,3339665,2249169,996497,50907,43092,5538,13659318,25378605,,
2017:Q3,pct40to60,9152469,3804527,3028870,775658,5347942,933747,97124,197249,197249,0,40425,35623,4803,663338,143243,219267,439776,2105115,310342,198315,1951056,1947973,1153669,756891,24094,13320,3083,7201413,25374604,,
2017:Q3,pct20to40,5090509,2496965,1979238,517727,2593544,596699,47874,95786,95786,0,13515,10107,3408,312055,87426,43272,133001,885629,237261,141027,1126700,1124862,591561,501197,14267,17836,1838,3963809,25375658,,
2017:Q3,pct00to20,3040171,1496433,1181666,314767,1543738,317761,29365,53881,53881,0,31564,28179,3385,330193,57067,11491,41790,222420,370271,77933,649640,648456,285862,297662,9161,55771,1184,2390531,25376359,,
2017:Q4,pct99to100,25254290,4318507,3610054,708454,20935782,2176490,311309,1019198,1019198,0,389607,364074,25533,10381551,404925,66662,1071112,470927,4553556,90444,1110862,1104096,702906,97316,72595,231280,6766,24143427,1271262,,
2017:Q4,pct80to99,52069593,13705215,11921251,1783964,38364378,4339917,852286,1386625,1386625,0,476390,439042,37348,11524828,725820,1324553,4611001,8005971,4706582,410405,6235396,6220328,4837138,1112222,55776,215192,15067,45834197,24152732,,
2017:Q4,pct60to80,17360046,6030721,4884156,1146565,11329325,1362228,220019,333747,333747,0,55909,42945,12964,1820358,261364,619527,1234942,4373138,770772,277320,3391533,3385964,2267123,1025587,49055,44198,5569,13968513,25423059,,
2017:Q4,pct40to60,9325085,3857516,3066584,790932,5467569,936414,100158,193525,193525,0,39497,34952,4545,696183,142811,228798,467338,2143514,318585,200747,1983858,1980773,1162548,778415,24185,15626,3085,7341226,25418835,,
2017:Q4,pct20to40,5193490,2552710,2031647,521063,2640780,611018,49909,97339,97339,0,15197,11295,3902,326927,88516,43389,138890,889621,237480,142495,1151334,1149475,598335,519243,14557,17340,1859,4042156,25420381,,
2017:Q4,pct00to20,3145564,1549501,1232842,316659,1596063,338244,32341,57768,57768,0,26847,23700,3147,349778,55139,11639,41947,230954,371266,80140,642883,641750,286454,297969,9434,47893,1133,2502681,25420896,,
2018:Q1,pct99to100,25465138,4390271,3683703,706568,21074868,2211667,304352,1035139,1035139,0,396150,371332,24817,10365452,419453,66146,1054004,495663,4635471,91372,1120129,1112015,705506,87063,79067,240378,8114,24345010,1273642,,
2018:Q1,pct80to99,52435815,14006891,12196796,1810094,38428925,4483488,833550,1426958,1426958,0,465695,429012,36683,11441320,722392,1316821,4606527,8002510,4715641,414023,6248613,6232668,4852256,1099909,54063,226439,15945,46187202,24195348,,
2018:Q1,pct60to80,17575788,6147332,4987350,1159981,11428457,1421944,216562,350010,350010,0,54453,41298,13155,1838718,263140,611276,1211122,4397900,785058,278273,3391607,3385832,2271834,1021272,47660,45065,5775,14184181,25467253,,
2018:Q1,pct40to60,9458643,3929768,3126066,803701,5528876,956128,98143,194314,194314,0,36743,32523,4221,698533,141798,230995,467309,2180046,321412,203453,1997084,1994064,1166360,785559,24670,17475,3020,7461559,25462895,,
2018:Q1,pct20to40,5276158,2608854,2081840,527014,2667303,632433,48450,100376,100376,0,14678,10282,4396,327091,89562,42070,138169,893216,237106,144152,1159594,1157677,603838,521164,15274,17401,1917,4116564,25464956,,
2018:Q1,pct00to20,3255175,1615169,1293648,321521,1640006,358779,34497,65533,65533,0,23534,20676,2858,357840,52893,11526,42748,239141,371064,82451,644172,643032,286745,304916,10049,41322,1141,2611003,25465188,,
2018:Q2,pct99to100,25861187,4415519,3713728,701791,21445668,2153337,315046,1075382,1075382,0,406274,382273,24001,10573078,435691,65937,1056097,521134,4751769,91923,1136580,1128412,710887,79969,87414,250143,8167,24724607,1276019,,
2018:Q2,pct80to99,52910142,14169617,12334994,1834623,38740526,4441845,850843,1493379,1493379,0,458647,422737,35910,11577458,722430,1323211,4693059,8005342,4758494,415819,6273517,6257771,4887093,1103416,55533,211730,15746,46636625,24237808,,
2018:Q2,pct60to80,17828311,6229291,5057481,1171810,11599020,1441940,219502,377926,377926,0,54148,40816,13332,1896717,265788,609773,1223367,4426030,805820,278009,3425770,3419970,2289996,1036410,47982,45581,5800,14402541,25511202,,
2018:Q2,pct40to60,9604007,4009431,3193025,816406,5594576,936189,99255,199731,199731,0,33603,29771,3832,712137,141409,236659,481455,2218019,331100,205020,2026668,2023644,1177804,800213,26914,18713,3024,7577339,25506799,,
2018:Q2,pct20to40,5341389,2651005,2119548,531456,2690384,637521,49171,104985,104985,0,13722,8826,4896,332652,90662,41427,140814,897063,237349,145020,1182733,1180794,611520,533082,17963,18230,1938,4158656,25509368,,
2018:Q2,pct00to20,3363966,1668232,1343418,324814,1695734,379463,37300,78190,78190,0,20533,18012,2521,370367,50977,11535,43221,247614,372184,84349,643595,642507,288758,305104,12250,36395,1088,2720371,25509248,,
2018:Q3,pct99to100,26558717,4436642,3740709,695934,22122074,2078952,315338,1137315,1137315,0,417998,394843,23155,11103904,452527,65737,1074207,547479,4835646,92972,1152067,1143345,716708,73984,92912,259741,8722,25406650,1278386,,
2018:Q3,pct80to99,53703032,14308799,12455029,1853770,39394233,4368310,846777,1582447,1582447,0,453437,418304,35134,12029820,723599,1330026,4856637,8016112,4767056,420010,6323203,6307242,4928720,1118831,51940,207751,15961,47379829,24280101,,
2018:Q3,pct60to80,18167768,6308407,5128120,1180286,11859361,1455023,218648,417786,417786,0,54431,40878,13553,2011892,268726,608466,1266237,4458366,820455,279331,3471947,3466052,2312897,1061335,45571,46249,5895,14695821,25554921,,
2018:Q3,pct40to60,9743142,4062610,3235808,826802,5680532,909442,98503,209152,209152,0,30321,26905,3417,741807,141223,242433,507754,2257741,334066,208090,2062407,2059405,1191127,821675,26381,20223,3001,7680735,25550560,,
2018:Q3,pct20to40,5421389,2699610,2165331,534279,2721778,639771,48590,110900,110900,0,12637,7183,5454,345928,91780,40803,146319,901224,236899,146928,1206936,1204963,619664,549018,17537,18745,1973,4214452,25553607,,
2018:Q3,pct00to20,3483025,1720554,1393909,326645,1762471,400121,39796,96472,96472,0,17703,15544,2159,389162,49164,11549,43389,256432,371882,86802,644383,643324,290934,309736,11944,30710,1058,2838643,25553092,,
2018:Q4,pct99to100,25002906,4431241,3746786,684455,20571665,2082537,360862,1187273,1187273,0,416284,393980,22303,9492987,460620,64056,977440,570397,4864816,94393,1170253,1162022,720286,68356,102725,270655,8231,23832653,1280741,,
2018:Q4,pct80to99,51840143,14403904,12519882,1884023,37436239,4450107,932819,1659751,1659751,0,436546,402149,34397,10369454,706307,1269332,4478878,7987834,4719218,425992,6331832,6316523,4956520,1132854,54864,172285,15309,45508311,24322215,,
2018:Q4,pct60to80,17885420,6380565,5186683,1193881,11504855,1501778,233217,454515,454515,0,51166,37317,13849,1752118,267061,574852,1092792,4470770,824747,281839,3513321,3507477,2326458,1087958,46509,46552,5844,14372098,25598424,,
2018:Q4,pct40to60,9686957,4109766,3265905,843861,5577192,915820,105319,215959,215959,0,28285,25295,2990,664977,137700,231697,449453,2289969,325728,212285,2094625,2091590,1198680,842229,29630,21051,3035,7592332,25594190,,
2018:Q4,pct20to40,5457927,2761332,2224008,537324,2696595,655830,53442,116083,116083,0,13167,7061,6106,307901,92632,36942,131742,903869,235373,149614,1236462,1234483,626063,566745,21449,20225,1979,4221465,25597659,,
2018:Q4,pct00to20,3556941,1771317,1443256,328061,1785624,420915,44005,114272,114272,0,14019,12239,1780,367440,45552,10975,45625,263828,369322,89671,643595,642615,291672,308900,15148,26896,980,2913346,25596734,,
2019:Q1,pct99to100,27080232,4485914,3788857,697057,22594318,2099832,395543,1238157,1238157,0,426387,404858,21530,11167475,480363,64859,1039950,600226,4986870,94657,1174210,1165115,721731,57865,104530,280988,9095,25906022,1283080,,
2019:Q1,pct80to99,54477108,14693778,12788242,1905537,39783330,4559664,995411,1738350,1738350,0,430796,396956,33839,11944032,713340,1322041,4855289,8033891,4764115,426402,6312709,6296931,4970865,1120323,46691,159052,15778,48164399,24364138,,
2019:Q1,pct60to80,18625512,6477719,5269812,1207906,12147794,1554688,243280,494151,494151,0,51427,37109,14318,2069080,271479,595495,1219512,4521465,846581,280636,3509633,3503650,2330985,1083700,41821,47145,5983,15115879,25641725,,
2019:Q1,pct40to60,9962120,4142110,3291197,850913,5820010,928055,109951,222671,222671,0,25260,22645,2615,751626,138571,248712,508988,2336969,336216,212992,2101254,2098258,1200740,848816,26290,22412,2995,7860866,25637704,,
2019:Q1,pct20to40,5583020,2797029,2248972,548057,2785990,674392,56866,121297,121297,0,12567,5601,6966,348558,93841,38517,145109,909414,235547,149882,1239833,1237810,630785,568213,17771,21041,2023,4343186,25641512,,
2019:Q1,pct00to20,3710667,1830778,1492315,338462,1879889,441831,47854,134144,134144,0,11247,9826,1421,408382,44296,11387,45032,274053,370396,91267,641393,640429,291064,315563,12204,21597,964,3069274,25640191,,
2019:Q2,pct99to100,27741648,4502507,3806772,695734,23239142,2025046,385128,1304666,1304666,0,443106,422438,20668,11562839,495970,65117,1054443,613417,5194116,95294,1186065,1177189,724678,50567,111479,290464,8876,26555584,1285397,,
2019:Q2,pct80to99,55279940,14842486,12920434,1922052,40437455,4485780,969772,1831737,1831737,0,431269,398032,33236,12255254,711585,1349833,5006616,8073833,4893166,428610,6369094,6353745,5012804,1130666,45507,164768,15349,48910846,24405859,,
2019:Q2,pct60to80,19003490,6564206,5348322,1215885,12439284,1567828,238818,545012,545012,0,53627,38763,14865,2162252,273711,604210,1256695,4571957,884547,280625,3555964,3549994,2355000,1106347,40707,47940,5970,15447527,25684838,,
2019:Q2,pct40to60,10141288,4216506,3357560,858947,5924782,901198,107377,232085,232085,0,21625,19439,2186,774525,137854,259630,533609,2377846,364204,214829,2130664,2127649,1210204,866164,27094,24187,3014,8010625,25681114,,
2019:Q2,pct20to40,5651139,2834675,2282538,552137,2816464,676655,54940,127245,127245,0,11357,3410,7947,358505,94925,38896,150153,915694,237163,150931,1261516,1259480,637391,581977,18845,21267,2036,4389622,25685154,,
2019:Q2,pct00to20,3840603,1885850,1544007,341843,1954753,462585,50280,160243,160243,0,8919,7909,1010,425035,42181,11583,45247,280759,374642,93280,636392,635495,290886,316400,13106,15103,898,3204211,25683476,,
2019:Q3,pct99to100,27804410,4476032,3799794,676238,23328378,1981227,453580,1286430,1286430,0,465449,445735,19714,11514927,511838,65105,1048370,626148,5279603,95701,1197253,1187806,729008,43800,114600,300399,9447,26607157,1287689,867873,3807808497
2019:Q3,pct80to99,55422947,14866101,12914278,1951823,40556846,4473844,1095246,1846746,1846746,0,436949,404346,32603,12129709,710270,1365340,5061634,8108845,4898549,429714,6418023,6402450,5054217,1145026,40708,162500,15573,49004924,24447366,127269,867536
2019:Q3,pct60to80,19213245,6636189,5408811,1227379,12577056,1594461,258398,551084,551084,0,57485,41960,15525,2178276,276060,607043,1254971,4619917,899486,279876,3600591,3594524,2378117,1130010,37742,48655,6067,15612654,25727779,74020,127269
2019:Q3,pct40to60,10297055,4325902,3448184,877719,5971153,887522,116770,225087,225087,0,17464,15761,1703,775679,137216,267549,543095,2417765,367030,215976,2162496,2159505,1221389,886727,25582,25807,2991,8134559,25724435,45817,74020
2019:Q3,pct20to40,5748335,2908976,2357083,551893,2839359,684438,62141,129007,129007,0,9707,607,9100,357947,96018,38684,151607,921792,236516,151502,1282206,1280133,644671,596430,17288,21745,2072,4466129,25728572,25963,45817
2019:Q3,pct00to20,3953600,1955325,1615654,339671,1998275,483435,55354,164891,164891,0,6928,6385,543,433657,40102,11672,45858,287279,374054,95045,635812,634944,291859,322165,11882,9038,867,3317788,25726605,0,25963
2019:Q4,pct99to100,28614976,4535318,3864008,671310,24079658,2077529,470988,1246767,1246767,0,445591,427121,18470,12208087,503324,66530,1085773,630963,5247093,97013,1202816,1193761,736867,53570,112782,290542,9055,27412160,1289954,,
2019:Q4,pct80to99,57322134,15026292,13050769,1975523,42295841,4679098,1172838,1828744,1828744,0,435293,400904,34389,13168190,731658,1395688,5319558,8212799,4912990,438986,6479224,6463372,5060858,1180020,45260,177235,15851,50842910,24488663,,
2019:Q4,pct60to80,19577726,6731455,5492599,1238856,12846270,1642527,268469,518588,518588,0,60677,46640,14037,2289733,276310,611234,1338105,4644908,910130,285588,3642760,3636722,2404999,1144440,38724,48560,6038,15934965,25770575,,
2019:Q4,pct40to60,10567413,4381873,3493745,888127,6185541,935196,124701,219770,219770,0,21589,18423,3166,859755,140445,262850,570295,2425739,402642,222558,2189766,2186705,1242188,890208,26103,28205,3061,8377647,25767693,,
2019:Q4,pct20to40,5882278,2941798,2386988,554810,2940480,706700,65944,125185,125185,0,10233,2316,7916,371935,93439,42117,160128,963891,244850,156058,1287985,1285975,646807,600583,17831,20753,2010,4594292,25771770,,
2019:Q4,pct00to20,3966109,1942117,1599401,342716,2023992,482194,54915,148910,148910,0,7793,7129,664,464280,41071,11893,48525,284376,383750,96284,641548,640669,293961,323370,13498,9839,880,3324561,25769606,,
2020:Q1,pct99to100,25621841,4615751,3947896,667855,21006090,2179250,581163,1231458,1224522,6936,494280,476874,17406,9033639,491384,65688,944982,626872,5260820,96554,1207551,1197558,743074,57414,116799,280272,9993,24414289,1292190,,
2020:Q1,pct80to99,54745903,15307938,13314470,1993469,39437965,4895192,1427526,1830670,1824305,6365,493397,457394,36003,10370971,746014,1323383,4718911,8218220,4973922,439759,6509847,6492616,5053743,1179882,56016,202974,17231,48236056,24529814,,
2020:Q1,pct60to80,18919328,6860551,5613192,1247359,12058777,1692769,304717,498549,497227,1322,81928,69166,12762,1721819,274788,566282,1083337,4619342,929595,285651,3638149,3631955,2422646,1118031,42685,48593,6194,15281179,25813309,,
2020:Q1,pct40to60,10546314,4504539,3609089,895449,6041775,985253,146188,218198,217548,650,19625,15140,4485,746366,142402,233053,464459,2414447,447962,223820,2197512,2194452,1258185,875100,30357,30810,3060,8348802,25810975,,
2020:Q1,pct20to40,5903321,2988185,2431137,557048,2915135,729869,80444,122736,122338,398,6919,0,6919,293593,90748,40644,136981,1002257,254018,156927,1274935,1272950,647518,583368,22635,19429,1985,4628386,25814818,,
2020:Q1,pct00to20,3946478,1963352,1618004,345348,1983127,480777,56646,138899,138581,317,12802,12012,790,418809,41355,11222,54009,277795,395244,95569,658818,657865,295110,334044,18695,10016,953,3287660,25812563,,
2020:Q2,pct99to100,27889323,4686797,4025099,661698,23202526,2400385,623479,1124878,1075243,49635,479351,462951,16400,10988081,488903,68626,1048664,628974,5253622,97563,1205901,1196722,751556,61650,112028,271488,9179,26683422,1294402,,
2020:Q2,pct80to99,58600929,15592802,13598175,1994627,43008127,5349732,1553876,1725229,1672418,52811,494133,456835,37298,12637785,780353,1422193,5290712,8292499,5014004,447611,6499783,6482617,5054175,1177501,56768,194173,17166,52101146,24570898,,
2020:Q2,pct60to80,19730214,7013876,5768297,1245579,12716338,1794242,321614,424385,413584,10801,85244,73669,11575,2056646,278241,603214,1288158,4629057,945120,290418,3635265,3629158,2445034,1093902,41980,48243,6107,16094949,25856077,,
2020:Q2,pct40to60,11057670,4632978,3737593,895385,6424692,1086173,157832,196938,191061,5877,23195,17601,5594,892242,147969,245052,540190,2416614,488964,229522,2202060,2198905,1278731,858710,28709,32754,3154,8855611,25854381,,
2020:Q2,pct20to40,6123184,3042947,2488415,554533,3080237,774004,87166,114952,111767,3185,5973,0,5973,338404,88340,47356,157000,1043342,262829,160871,1260184,1258273,649702,568749,20657,19164,1911,4863000,25857800,,
2020:Q2,pct00to20,4002138,1988062,1644280,343782,2014076,479106,56604,103085,100804,2282,13604,12730,874,474206,43575,12039,55660,273767,405953,96477,665987,665041,297897,336879,18121,12144,947,3336151,25855571,,
2020:Q3,pct99to100,29003233,4788432,4119172,669260,24214800,2464900,561670,1068336,1068336,0,449781,434217,15564,11928882,485883,70818,1090353,629400,5365136,99641,1211396,1202759,765999,69980,106750,260030,8637,27791837,1296589,,
2020:Q3,pct80to99,60827564,15956188,13896725,2059463,44871376,5491562,1480460,1676412,1676412,0,480563,441988,38576,13895370,813711,1487039,5563119,8348465,5174047,460629,6636121,6618792,5091100,1205091,56518,266084,17329,54191443,24611996,,
2020:Q3,pct60to80,20236192,7204300,5920660,1283640,13031891,1828063,309937,403604,403604,0,84156,73579,10577,2213371,281432,623877,1375982,4629334,983516,298620,3685926,3679869,2491974,1098154,40863,48878,6057,16550265,25898975,,
2020:Q3,pct40to60,11467558,4806647,3884014,922633,6660912,1120576,154342,191327,191327,0,27736,21088,6648,985715,153358,248734,569871,2415193,555593,238467,2239513,2236280,1314445,858866,26753,36216,3234,9228045,25898010,,
2020:Q3,pct20to40,6285138,3108463,2537067,571396,3176675,790487,81847,109898,109898,0,6380,1178,5203,358952,85907,52442,166017,1083815,273870,167059,1260646,1258802,656443,567478,18393,16488,1844,5024492,25900803,,
2020:Q3,pct00to20,4086500,2030080,1670557,359523,2056421,477294,54582,96405,96405,0,13410,12427,982,509275,45697,12560,58205,269043,421383,98567,675415,674463,304471,343137,17164,9692,952,3411085,25898727,,
2020:Q4,pct99to100,31447017,4921597,4246125,675471,26525420,2635802,519757,1084428,1084428,0,454516,439748,14768,13918809,486867,72864,1173080,635871,5443440,99987,1225083,1217331,782502,79880,105298,249651,7752,30221934,1298754,,
2020:Q4,pct80to99,64754719,16390297,14272284,2118013,48364422,5845718,1441186,1707622,1707622,0,497221,457614,39607,16200098,855616,1545169,6033781,8471509,5301169,465333,6780307,6763098,5114727,1230833,60324,357214,17209,57974412,24653187,,
2020:Q4,pct60to80,21136053,7424232,6106466,1317766,13711821,1907293,302969,404956,404956,0,92135,82493,9642,2554685,286743,641310,1540583,4664132,1015719,301294,3728993,3723032,2528006,1103330,41708,49988,5961,17407060,25942099,,
2020:Q4,pct40to60,12037695,4999413,4052131,947282,7038282,1200308,153192,195874,195874,0,29341,21796,7545,1133905,160291,250755,629836,2426986,615588,242207,2279570,2276238,1350066,858918,27141,40113,3332,9758125,25941963,,
2020:Q4,pct20to40,6511823,3184277,2598001,586276,3327546,825547,78665,109625,109625,0,5096,627,4469,404730,83590,57209,182286,1126804,284355,169641,1267748,1265980,663722,570120,18757,13381,1768,5244075,25943912,,
2020:Q4,pct00to20,4211392,2082594,1709216,373378,2128798,475084,52882,96786,96786,0,15251,14192,1059,565749,48645,13023,60216,266834,435582,98747,680558,679615,313176,341772,18458,6209,943,3530834,25942128,,
2021:Q1,pct99to100,32713404,5094130,4405675,688456,27619274,2843609,529422,897120,897120,0,448278,433910,14369,14894577,476226,73707,1196189,637573,5522584,99988,1234122,1225638,797060,85868,102184,240526,8484,31479282,1300899,,
2021:Q1,pct80to99,67326434,17000694,14836908,2163786,50325739,6273402,1502782,1475317,1475317,0,503726,462311,41416,17493032,873302,1549147,6214889,8542068,5429669,468404,6874833,6856402,5132760,1237668,61823,424152,18431,60451600,24694550,,
2021:Q1,pct60to80,21676095,7699310,6353244,1346066,13976785,2001881,310919,315339,315339,0,96938,87868,9070,2718115,285991,632814,1591743,4671908,1048253,302883,3745399,3739310,2560694,1086222,41536,50859,6089,17930696,25985546,,
2021:Q1,pct40to60,12486069,5209874,4245657,964217,7276195,1295825,159891,161652,161652,0,32074,23322,8752,1229461,162847,239528,645315,2428473,676201,244928,2304609,2301266,1382045,849249,26418,43554,3343,10181460,25986340,,
2021:Q1,pct20to40,6705428,3267599,2666573,601026,3437828,866887,81528,95149,95149,0,5348,1236,4111,426348,80911,59395,187902,1167935,294911,171515,1260584,1258848,669784,560130,17901,11034,1736,5444843,25987212,,
2021:Q1,pct00to20,4292073,2151080,1763250,387830,2140993,472416,52382,61368,61368,0,16457,15167,1291,601966,49237,13015,63072,262643,449888,98549,692237,691230,320460,348082,18589,4099,1007,3599836,25985870,,
2021:Q2,pct99to100,34419969,5395381,4678166,717215,29024588,2862637,511502,857237,837934,19303,449163,435233,13929,16038921,472695,75525,1246023,640730,5770298,99859,1273273,1265546,831455,103034,99384,231674,7726,33146696,1303025,,
2021:Q2,pct80to99,70659101,18074080,15792380,2281699,52585021,6325039,1507884,1423105,1400113,22992,516186,473252,42935,18954651,906052,1596951,6525333,8628973,5729983,470866,7155826,7137405,5296268,1321849,63362,455926,18422,63503275,24736166,,
2021:Q2,pct60to80,22560442,8195432,6775974,1419458,14365010,2016286,310572,290246,286363,3883,103371,94896,8474,2911378,288986,645274,1692978,4688109,1113742,304067,3941694,3935684,2693365,1149724,41437,51158,6010,18618748,26029412,,
2021:Q2,pct40to60,13111924,5573622,4561275,1012347,7538302,1311166,162078,153925,151608,2317,34131,24340,9791,1333896,168125,238985,680537,2433212,774975,247274,2421668,2418233,1469580,876572,25830,46251,3435,10690256,26031240,,
2021:Q2,pct20to40,6964881,3428948,2791469,637479,3535933,875478,81056,90577,89412,1165,4885,1184,3701,452073,78442,63673,198248,1209723,308650,173127,1307408,1305745,691941,586941,17204,9659,1663,5657473,26030790,,
2021:Q2,pct00to20,4483496,2291790,1870561,421229,2191706,470536,51278,51730,51045,685,17986,16519,1467,641721,51288,13388,65586,259060,470923,98209,710346,709342,339561,347065,18798,3918,1004,3773150,26030050,,
2021:Q3,pct99to100,34932986,5628705,4894037,734668,29304281,2901208,481058,891628,845707,45921,460616,447072,13544,16017408,464538,76832,1231038,640676,6038435,100844,1288456,1281082,847251,111536,99383,222912,7374,33644530,1305134,,
2021:Q3,pct80to99,72328041,18886214,16516469,2369745,53441827,6415846,1485035,1476474,1417155,59320,538299,493858,44440,19244881,929260,1621783,6518475,8680743,6052319,478710,7303324,7284573,5370982,1360649,68217,484725,18751,65024717,24778115,,
2021:Q3,pct60to80,23019785,8579800,7106723,1473077,14439985,2039048,306055,295946,285952,9995,112607,104672,7935,2900476,289583,646726,1670966,4686150,1183599,308829,4035077,4029089,2769370,1165407,42895,51417,5988,18984709,26073792,,
2021:Q3,pct40to60,13560784,5855644,4806760,1048884,7705140,1334909,161909,160355,154111,6244,35474,24683,10791,1376723,171679,232807,667567,2431015,879705,252998,2475180,2471674,1515678,880223,26890,48884,3506,11085604,26076765,,
2021:Q3,pct20to40,7167487,3565550,2902653,662897,3601938,887493,78975,91963,89002,2961,3509,177,3332,450129,75825,66858,196976,1250360,322772,177077,1316884,1315283,700840,587794,18278,8372,1601,5850603,26074730,,
2021:Q3,pct00to20,4628969,2399272,1954925,444347,2229698,468540,49880,52415,50804,1611,20125,18486,1640,657875,52409,13562,68876,254133,492782,99101,726220,725201,346067,354578,20658,3898,1019,3902750,26074763,,
